"Id"	"Prompt"	"Wavfile"	"RecResult"	"Transcription"	"language"	"meaning"
"8536"	"Frag: Einzelzimmer"	"8536.wav"	"single room"	"single room"	"correct"	"correct"
"8538"	"Sag: Ich möchte mit Visa bezahlen"	"8538.wav"	"i would like to pay with visa"	"i would like to pay with visa"	"correct"	"correct"
"8539"	"Frag: Gibt es ein Schwimmbad?"	"8539.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"8540"	"Frag: Wo ist das Schwimmbad?"	"8540.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"8541"	"Frag: Junior Suite"	"8541.wav"	"a junior suite please"	"a junior*z suite please"	"correct"	"correct"
"8542"	"Frag: Gibt es ein Fitnessstudio?"	"8542.wav"	"is there a fitness centre"	"is there a fitness centre"	"correct"	"correct"
"8543"	"Frag: Suite"	"8543.wav"	"i would like a suite"	"i would like a suite"	"correct"	"correct"
"8544"	"Frag: Gibt es einen Coiffeur?"	"8544.wav"	"is there a hairdresser"	"is there a hairdresser"	"incorrect"	"correct"
"8545"	"Frag: Wo ist der Coiffeur?"	"8545.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8546"	"Frag: Doppelzimmer"	"8546.wav"	"double room"	"double room"	"correct"	"correct"
"8547"	"Frag: Gibt es eine Hotelbar?"	"8547.wav"	"is there a hotel bar"	"is there a hotel bar"	"correct"	"correct"
"8548"	"Frag: Wo ist die Hotelbar?"	"8548.wav"	"where is the hotel bar"	"where is the hotel bar"	"correct"	"correct"
"8550"	"Frag: Gibt es einen Lift?"	"8550.wav"	"lift"	"lift"	"incorrect"	"incorrect"
"8551"	"Frag: Gibt es einen Lift?"	"8551.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8552"	"Frag: Gibt es einen Coiffeur?"	"8552.wav"	"a hairdresser"	"a hairdresser"	"incorrect"	"incorrect"
"8553"	"Frag: Gibt es einen Coiffeur?"	"8553.wav"	"is there a hairdresser"	"is there a hairdresser"	"correct"	"correct"
"8554"	"Frag: Wo ist der Coiffeur?"	"8554.wav"	"where is the hairdresser"	"where is the hairdresser"	"correct"	"correct"
"8556"	"Sag: Ich möchte am Dienstagmorgen abreisen"	"8556.wav"	"i want to leave on tuesday morning"	"i want to leave on tuesday morning"	"correct"	"correct"
"8557"	"Sag: Ich bin aus Spanien"	"8557.wav"	"i'm from spain"	"i'm from spain"	"correct"	"correct"
"8558"	"Frag: ein Ticket nach London"	"8558.wav"	"i would like a ticket to london"	"i would like a ticket to london"	"correct"	"correct"
"8559"	"Sag: Ich heisse Silvia"	"8559.wav"	"my name is silvia"	"my name silvia"	"incorrect"	"correct"
"8560"	"Sag: Ich bin aus Kanada"	"8560.wav"	"i'm canadian"	"i'm canadian"	"incorrect"	"correct"
"8561"	"Sag: Ich möchte um 13 Uhr morgen abreisen"	"8561.wav"	"i would like to leave at one p m tomorrow"	"i would like to leave at one p m tomorrow"	"correct"	"correct"
"8562"	"Sag: Ich möchte um 13 Uhr morgen abreisen"	"8562.wav"	"i would like to leave tomorrow one p m"	"i would like to leave tomorrow one p m"	"correct"	"correct"
"8563"	"Sag: Ich heisse Michelle"	"8563.wav"	"my name is michelle"	"my name is michelle"	"correct"	"correct"
"8564"	"Sag: Ich bin aus Österreich"	"8564.wav"	"i am from austria"	"i am from austria*z"	"correct"	"correct"
"8565"	"Sag: Ich möchte um 20 Uhr morgen abreisen"	"8565.wav"	"i want to leave at eight o'clock tomorrow"	"i want to leave at eight o'clock tomorrow"	"correct"	"correct"
"8566"	"Sag: Ich bin aus Irland"	"8566.wav"	"i'm from ireland"	"i'm from irland*z"	"correct"	"correct"
"8567"	"Sag: Ich bin aus Irland"	"8567.wav"	"i'm from ireland"	"i am from ireland"	"correct"	"correct"
"8568"	"Frag: 5 Tickets nach London"	"8568.wav"	"i would like five tickets to london"	"i would like five tickets to london"	"correct"	"correct"
"8570"	"Sag: Ich bin aus Kanada"	"8570.wav"	"i'm from canada"	"i'm from canada"	"correct"	"correct"
"8571"	"Sag: Ich möchte um 15 Uhr morgen abreisen"	"8571.wav"	"i would like to leave at three pm tomorrow"	"i would like to leave at three p m tomorrow"	"correct"	"correct"
"8572"	"Sag: Ich heisse Andy"	"8572.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"8573"	"Sag: Ich heisse Andy"	"8573.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"8574"	"Sag: Ich bin aus Spanien"	"8574.wav"	"i'm from spain"	"i'm from spain"	"correct"	"correct"
"8575"	"Frag: Einzelzimmer"	"8575.wav"	"i would like a single room"	"i would like a single room"	"correct"	"correct"
"8577"	"Sag: Ich möchte mit Postkarte bezahlen"	"8577.wav"	"i would like to pay by post card i would like to pay by post card"	"i would like to pay by post c*a i would like to pay by post card"	"correct"	"correct"
"8578"	"Sag: Ich möchte mit Postkarte bezahlen"	"8578.wav"	"i would like to pay by post card"	"i would like to pay by po*a post card"	"correct"	"correct"
"8579"	"Frag: Gibt es ein Schwimmbad?"	"8579.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"8580"	"Frag: Gibt es einen Lift?"	"8580.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8581"	"Frag: Wo ist das Fitnessstudio?"	"8581.wav"	"where is the gym"	"where is the gym"	"correct"	"correct"
"8582"	"Frag: Wo ist das Fitnessstudio?"	"8582.wav"	"where is the gym"	"where is the gym"	"correct"	"correct"
"8583"	"Frag: Tickets für das British Museum"	"8583.wav"	"i would like tickets for the british museum"	"i would like tickets for the british museum"	"correct"	"correct"
"8584"	"Frag: 1 Ticket"	"8584.wav"	"i would like one ticket ticket"	"i would like one ticket*z ticket"	"correct"	"correct"
"8585"	"Frag: 2 Tickets nach London"	"8585.wav"	"i would like two tickets to london"	"i would like two tickets to london"	"correct"	"correct"
"8587"	"Sag: Ich möchte um 21 Uhr morgen abreisen"	"8587.wav"	"i want to leave at nine o'clock tomorrow"	"i want to leave at nine o'clock tomorrow"	"correct"	"correct"
"8588"	"Sag: Ich bin aus der Türkei"	"8588.wav"	"i'm from turkey"	"i'm from turkey"	"correct"	"correct"
"8590"	"Frag: Gibt es einen Lebensmittelladen?"	"8590.wav"	"is there a grocery store"	"is there a grocery store"	"correct"	"correct"
"8591"	"Sag: Ich heisse Andy"	"8591.wav"	"my name is andy"	"my name is andy"	"correct"	"correct"
"8592"	"Sag: Ich bin aus Spanien"	"8592.wav"	"i came from spain"	"i came from spain"	"incorrect"	"correct"
"8593"	"Sag: Die Hauptstadt von Spanien ist Madrid"	"8593.wav"	"the capture of my country is madrid"	"the capture of my country is madrid"	"incorrect"	"incorrect"
"8596"	"Sag: Ich habe eine ältere Schwester"	"8596.wav"	"i have one older sister"	"i have one older sister"	"correct"	"correct"
"8597"	"Sag: Ich gehe in die Ferien"	"8597.wav"	"i am going on holiday"	"i am going on holiday"	"incorrect"	"incorrect"
"8598"	"Sag: Dies ist mein Pass"	"8598.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"8599"	"Sag: Ich möchte mit Mastercard bezahlen"	"8599.wav"	"i would like to pay by mastercard"	"i would like to pay by master card"	"correct"	"correct"
"8602"	"Sag: Ich möchte in der zweiten Reihe sitzen"	"8602.wav"	"i would like to sit in the second row"	"i would like to sit in the second row"	"correct"	"correct"
"8605"	"Frag: Tickets für das Naturhistorische Museum"	"8605.wav"	"i would like tickets for the natural natural history museum"	"i would like tickets for the natury*a natural history museum"	"correct"	"correct"
"8606"	"Frag: 1 Ticket"	"8606.wav"	"one ticket"	"one ticket"	"correct"	"correct"
"8610"	"Sag: Ich heisse Janet"	"8610.wav"	"i am janet"	"i am janet*z"	"correct"	"correct"
"8611"	"Sag: Ich heisse Janet"	"8611.wav"	"my name is janet"	"my name is janet*z"	"correct"	"correct"
"8613"	"Sag: Ich bin aus Deutschland"	"8613.wav"	"i came from germany"	"i came from germany"	"incorrect"	"correct"
"8615"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8615.wav"	"i would like to pay by credit card"	"i would like to pay by credit card"	"correct"	"correct"
"8616"	"Frag: Gibt es ein Fitnessstudio?"	"8616.wav"	"are there a gymnastics studio"	"are there a gymnastics studio"	"incorrect"	"correct"
"8617"	"Frag: Gibt es ein Fitnessstudio?"	"8617.wav"	"is there an gymnastics studio"	"is there an gymnastics studio"	"incorrect"	"correct"
"8618"	"Frag: Gibt es ein Fitnessstudio?"	"8618.wav"	"i'm good"	"piba"	"incorrect"	"incorrect"
"8620"	"Frag: Gibt es einen Lift?"	"8620.wav"	"is there a lift"	"is there a lift"	"correct"	"correct"
"8625"	"Sag: Ich habe 3 ältere Brüder"	"8625.wav"	"i have three older brothers"	"i have three older brothers"	"correct"	"correct"
"8626"	"Sag: Ich gehe in die Ferien"	"8626.wav"	"i going on holidays"	"i going on holidays"	"incorrect"	"correct"
"8627"	"Sag: Dies ist mein Pass"	"8627.wav"	"this is my pass"	"this is my pass"	"incorrect"	"incorrect"
"8628"	"Sag: Dies ist mein Pass"	"8628.wav"	"this is my passport"	"this is my passport"	"correct"	"correct"
"8630"	"Frag: Twinzimmer"	"8630.wav"	"i would like a twin room"	"i would like a twin room"	"correct"	"correct"
"8631"	"Sag: Ich möchte mit Postkarte bezahlen"	"8631.wav"	"can i pay by post card"	"can i pay by post card"	"correct"	"correct"
"8632"	"Frag: Gibt es ein Schwimmbad?"	"8632.wav"	"is there a swimming room"	"is there a swimming room"	"incorrect"	"correct"
"8633"	"Frag: Suite"	"8633.wav"	"i would like a suite"	"i would like a suite room"	"incorrect"	"correct"
"8634"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8634.wav"	"can i pay by credit card"	"can i pay by credit card"	"correct"	"correct"
"8635"	"Frag: Gibt es einen Lebensmittelladen?"	"8635.wav"	"is there a store"	"is there a store"	"incorrect"	"incorrect"
"8637"	"Frag: Gibt es einen Lebensmittelladen?"	"8637.wav"	"understand"	"to understand"	"incorrect"	"incorrect"
"8638"	"Frag: Zimmer für 2 Nächte"	"8638.wav"	"i would like a room for two nights"	"i would like a room for two nights"	"correct"	"correct"
"8639"	"Frag: Suite"	"8639.wav"	"i would like a suite"	"i would like a suite"	"correct"	"correct"
"8640"	"Frag: Suite"	"8640.wav"	"i want a suite please"	"i want a suite please"	"correct"	"correct"
"8641"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8641.wav"	"can i pay with the credit card"	"can i pay*z with the credit card"	"incorrect"	"correct"
"8642"	"Frag: Gibt es ein Schwimmbad?"	"8642.wav"	"is there a swimming pool"	"is there a swimming pool"	"correct"	"correct"
"8643"	"Frag: Wo ist das Schwimmbad?"	"8643.wav"	"where is the swimming pool"	"where is the swimming pool"	"correct"	"correct"
"8644"	"Frag: 4 Tickets nach London"	"8644.wav"	"can i have four tickets to london"	"can i have four tickets to london"	"correct"	"correct"
"8645"	"Frag: 4 Tickets nach London"	"8645.wav"	"i need four tickets to london"	"i need four tickets to london"	"correct"	"correct"
"8646"	"Sag: Ich möchte um 14 Uhr morgen abreisen"	"8646.wav"	"i want to leave tomorrow at two p m"	"i want to leave tomorrow at two p m"	"correct"	"correct"
"8647"	"Sag: Ich heisse John"	"8647.wav"	"my name is john"	"my name is john"	"correct"	"correct"
"8648"	"Sag: Ich bin aus Kanada"	"8648.wav"	"i'm from canada"	"i'm from canada"	"correct"	"correct"
"8649"	"Frag: eine Fanta"	"8649.wav"	"i want a fanta"	"i want a fanta"	"correct"	"correct"
"8650"	"Frag: einen Hamburger"	"8650.wav"	"i want a hamburger"	"i want a hamburger"	"correct"	"correct"
"8652"	"Frag: meinen Hamburger medium"	"8652.wav"	"i would like my hamburger medium"	"i would like my hamburger medium"	"correct"	"correct"
"8653"	"Frag: Pommes Frittes"	"8653.wav"	"i want thomas"	"i want pommes*v"	"incorrect"	"correct"
"8654"	"Frag: Pommes Frittes"	"8654.wav"	"i would like some chips"	"i would like some chips"	"correct"	"correct"
"8655"	"Frag: Pommes Frittes"	"8655.wav"	"i would like some chips"	"i would like some chips"	"correct"	"correct"
"8656"	"Frag: Ich möchte die Dessertkarte"	"8656.wav"	"i would like the dessert menu"	"i would like the dessert menu*z"	"correct"	"correct"
"8658"	"Frag: Ich möchte die Rechnung"	"8658.wav"	"can i have the bill please"	"can i have uh the bill please"	"correct"	"correct"
"8659"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8659.wav"	"i would like to pie with credit card"	"i would like to pay*z with credit card"	"incorrect"	"correct"
"8661"	"Frag: ein Ticket zum Green Park"	"8661.wav"	"i would like a ticket to the green park"	"i would like a ticket to the green park"	"incorrect"	"correct"
"8662"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8662.wav"	"i would like to pie with credit card"	"i would like to pay*z with a credit card"	"incorrect"	"correct"
"8663"	"Sag: Mir geht es gut"	"8663.wav"	"i'm fine"	"fine"	"correct"	"correct"
"8664"	"Frag: Sandalen"	"8664.wav"	"i would like sandals"	"i would like sandals"	"correct"	"correct"
"8665"	"Frag: braune Sandalen"	"8665.wav"	"brown sandals please"	"brown sandals please"	"correct"	"correct"
"8666"	"Frag: Grösse 43"	"8666.wav"	"forty three"	"forty three"	"correct"	"correct"
"8667"	"Frag: Grösse 43"	"8667.wav"	"i am a forty-three"	"i am a forty three"	"correct"	"correct"
"8668"	"Frag: Grösse 43"	"8668.wav"	"i am a forty three"	"i am a forty three"	"correct"	"correct"
"8669"	"Frag: ein Sweatshirt"	"8669.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"8670"	"Frag: ein Sweatshirt"	"8670.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"8671"	"Frag: ein Sweatshirt"	"8671.wav"	"i would like a sweatshirt"	"i would like a sweatshirt"	"correct"	"correct"
"8672"	"Frag: 3 Musical-Tickets"	"8672.wav"	"i would like three musical tickets"	"i would like three musical tickets"	"correct"	"correct"
"8674"	"Frag: 3 Tickets für Montagabend"	"8674.wav"	"i want three tickets for monday night"	"i want three tickets for monday night"	"correct"	"correct"
"8675"	"Frag: 3 Tickets für Billy Elliot"	"8675.wav"	"three tickets for billy elliot"	"three tickets for billy elliot*z"	"correct"	"correct"
"8676"	"Frag: 3 Tickets für Billy Elliot"	"8676.wav"	"i want three tickets for billy elliot"	"i want three tickets for billy elliot"	"correct"	"correct"
"8678"	"Sag: Ich möchte in der siebten Reihe sitzen"	"8678.wav"	"i would like to sit in the seventh row"	"i wouuld like to sit in the seventh row"	"correct"	"correct"
"8679"	"Sag: Ich möchte in der siebten Reihe sitzen"	"8679.wav"	"i want to sit in the seven row"	"i want to sit in the seven row"	"incorrect"	"correct"
"8680"	"Frag: Tickets für das Science Museum"	"8680.wav"	"tickets for the science museum"	"tickets for the science mu*a museum"	"correct"	"correct"
"8681"	"Frag: Tickets für das Science Museum"	"8681.wav"	"a ticket for the science museum"	"like a ticket for the science museum"	"incorrect"	"correct"
"8682"	"Frag: 2 Tickets"	"8682.wav"	"i need two tickets"	"i need two tickets"	"correct"	"correct"
"8683"	"Frag: Zimmer für 5 Nächte"	"8683.wav"	"i would like a room for five nights"	"i would like a room for five nights"	"correct"	"correct"
"8684"	"Frag: Suite"	"8684.wav"	"i would like a suite"	"i would like a suite"	"correct"	"correct"
"8685"	"Frag: Suite"	"8685.wav"	"i want a suite"	"i want a suite"	"correct"	"correct"
"8686"	"Frag: Suite"	"8686.wav"	"i want a suite please"	"i want a suite please"	"correct"	"correct"
"8687"	"Sag: Ich möchte mit Postkarte bezahlen"	"8687.wav"	"i want to pie with credit card"	"i want to pay*z with credit card"	"incorrect"	"correct"
"8688"	"Sag: Ich möchte mit Postkarte bezahlen"	"8688.wav"	"i want to pay with dollars bedroom"	"i want to pay with karte*v"	"incorrect"	"incorrect"
"8691"	"Frag: 5 Tickets nach London"	"8691.wav"	"i would like five tickets to london"	"i would like five tickets to london"	"correct"	"correct"
"8692"	"Sag: Ich möchte um 11 Uhr morgen abreisen"	"8692.wav"	"i want to leave at elf o'clock"	"i want to leave at elf*v o'clock"	"incorrect"	"incorrect"
"8693"	"Sag: Ich möchte um 11 Uhr morgen abreisen"	"8693.wav"	"shut up"	"shut up bi*a"	"incorrect"	"incorrect"
"8694"	"Sag: Ich möchte um 11 Uhr morgen abreisen"	"8694.wav"	"i would like to leave tomorrow at eleven a m"	"i would li*a i would like to leave tomorrow at eleven a m"	"correct"	"correct"
"8695"	"Sag: Ich heisse Mona"	"8695.wav"	"my name is mona"	"my name is mona"	"correct"	"correct"
"8696"	"Sag: Ich bin aus Kanada"	"8696.wav"	"i'm from canada"	"i'm from canada"	"correct"	"correct"
"8697"	"Sag: Ich bin aus Kanada"	"8697.wav"	"i'm from canada"	"i'm from canada"	"correct"	"correct"
"8698"	"Frag: einen Kaffee"	"8698.wav"	"i would like a coffee"	"i would like a coffee"	"correct"	"correct"
"8699"	"Frag: einen Kaffee"	"8699.wav"	"i would like a coffee"	"i would like a coffee"	"correct"	"correct"
"8700"	"Frag: ein Steak"	"8700.wav"	"i would like a steak"	"i would like a steak"	"correct"	"correct"
"8701"	"Frag: mein Steak rare"	"8701.wav"	"i would like my steak rare"	"i would like my steak rare"	"incorrect"	"correct"
"8702"	"Frag: mein Steak rare"	"8702.wav"	"i would like my steak rare"	"i would like my steak rare"	"correct"	"correct"
"8703"	"Frag: mein Steak rare"	"8703.wav"	"i would like my steak rare"	"i would like my steak rare"	"correct"	"correct"
"8705"	"Frag: Zimmer für 4 Nächte"	"8705.wav"	"i would like a room for four nights"	"i would like a room for four nights"	"correct"	"correct"
"8706"	"Frag: Zimmer für 4 Nächte"	"8706.wav"	"thank you"	"thank you"	"incorrect"	"incorrect"
"8707"	"Frag: Doppelzimmer"	"8707.wav"	"double room"	"double room"	"correct"	"correct"
"8708"	"Frag: Doppelzimmer"	"8708.wav"	"i would like a double room"	"i would like a double room"	"correct"	"correct"
"8710"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8710.wav"	"i want to pie with credit card"	"i want to pay*z with credit card"	"incorrect"	"correct"
"8711"	"Frag: Gibt es ein Fitnessstudio?"	"8711.wav"	"i haven't got a fitness"	"has it got a fitness"	"incorrect"	"incorrect"
"8712"	"Frag: Ich möchte die Dessertkarte"	"8712.wav"	"i want the dessert card"	"i want the dessert card"	"incorrect"	"correct"
"8715"	"Frag: Ich möchte die Rechnung"	"8715.wav"	"i want the bills"	"i want the bills*z"	"incorrect"	"correct"
"8716"	"Frag: Ich möchte die Rechnung"	"8716.wav"	"i want the bills"	"i want the bills*z"	"incorrect"	"correct"
"8717"	"Sag: Ich möchte mit Kreditkarte bezahlen"	"8717.wav"	"i want to pay with credit card"	"i want to pay with credit card"	"incorrect"	"correct"
"8720"	"Frag: Wo ist der Zoo?"	"8720.wav"	"where is the zoo"	"where is the zoo"	"correct"	"correct"
"8721"	"Frag: Wo ist Madame Tussauds?"	"8721.wav"	"where is madame tussauds"	"where is madame tussauds"	"correct"	"correct"
"8722"	"Frag: Welcher Bus fährt dorthin?"	"8722.wav"	"which bus drives there"	"which bus drives there"	"incorrect"	"correct"
